id_municipio,nombre_localidad
3,Sueño Guajiro
3,Sufre y Calla
3,El Cerrito
3,Flamingos
3,La Proa
3,Punta Sam
3,Rancho Viejo
3,El Meco
3,Isla Blanca
3,Cabo Catoche
3,Palo Bravo
3,Boca Iglesia
3,Boca Nueva
3,Punta Norte de Contoy
3,Francisco Javier
3,Kart
3,Santa Fe
3,El Gato
3,Tatapio
3,Ebén Ezer
3,El Abuelo
3,La Estrella
3,La Morena
3,Cancún III [Planta de Concreto]
3,Limones [Vivero]
3,Villas Punta Sam
3,Hacienda Punta Sam
3,Playa Azul
3,San Francisco
3,Santa Alicia
3,Casa Blanca
3,Las Dos Glorias
3,Balancan
3,Bonsai
3,El Corzo
3,Cuba Can
3,Fernando Zapata
3,Santa Odila
3,Los Cedros
3,Las Gaviotas
3,El Pocito
3,Nicte-Ha
3,El Retoño
3,Los Laureles
3,Zona Urbana Ejido Isla Mujeres
3,Luis Barocio de la Lama
3,Ninguno
3,Cayo Sucio
3,Maracatu
3,La Mina
3,Santa Fátima
3,Rosario Ciau Manzano
3,San Valentín
3,Santa Lucía (El Tigre)
3,Santa Odila
3,Refugio del Pirata Morgan
3,Villas Mar
3,Santa Marcela de los Cutis
3,El Manglar
3,San Isidro
3,Alberto Cauch
3,El Azabache
3,Berny y Caridad
3,El Campet
3,Casa Tangara
3,Costa Mujeres
3,Chalet Maya
3,San Antonio
3,El Ramonal
3,La Esperanza
3,La Trinidad
3,El Divino Maestro
3,Francisco May
3,Fundación Renacimiento
3,El Gran Chaparral
3,La Guadalupana
3,Héctor Da Silva
3,Ninguno
3,El Buen Pastor
3,Jesús Alberto López Camino
3,José María
3,Julio Cauich
3,Marina Isla Blanca
3,Materiales Isla Mujeres
3,El Palomo
3,Paradise Beach Club
3,Pedregal del Río Manatí
3,Punta Cocos
3,El Sauce y la Palma
3,Ninguno [Relleno Sanitario]
3,Residencial Arrecifes
3,El Sacrificio
3,El Oriental
3,San Manuel
3,Santa Lucía
3,Santa Rosario
3,Santa Teresa
3,San Pedro Sarahí
3,El Silbido
3,Ninguno
3,Uchben Kah
3,Villa Erfica
3,Villa Fragata
3,Villa Nifers
3,Banco de León
3,Cayo Alcatraz
3,Escénica
3,Tomás Rosales
3,Santa Rosa
3,Martha Elena
3,Chechén Chairs
3,Chico Cenote
3,Playa Mujeres
3,El Dorado
3,La Bendición de Dios
3,Dos Arbolitos
3,Mis Tres Retoños
3,San Fernando de los Núñez
3,Mira Playa
3,Rancho Jordán
3,José Canché
3,Los Mariachis Dos
3,Los Mariachis
3,Los Potrillos
3,Tres de Septiembre
3,Jabalí
3,La Bellota
3,Casa de Sachll
3,Casa Ricardo
3,Cayo Cahum
3,Los Cocos
3,Daniel de los Cobos
3,Familia Sanntage
3,Felipe Trejo
3,Ninguno
3,Punta Taus Uno
3,Los Pinos
3,Punta Taus Dos
3,Rancho Arena
3,Rancho Oasis de Paz
3,Rey Arturo
3,Ricardo Rovira Iglesias
3,San Agustín
3,San Diego
3,San Germán
3,Santa María Ecab
3,La Siria
3,Tres Angelitos
3,La Trigueña
3,La Victoria
3,La Amada [Residencial]
3,Bugambilia
3,El Alba [Colonia]
3,El Charro [Rancho]
3,El Corchal
3,El Diamante [Rancho]
3,El Jordán
3,El Palomar
3,El Polo Norte [Rancho]
3,El Sonora
3,Grupo Harisaga
3,Jorge Sánchez
3,La Franela [Rancho]
3,La Joyita
3,La Verbena
3,Las 2 Potras
3,Las Magnolias
3,Los 3 Hermanos
3,Los Dibujos
3,Los Dos Hermanos
3,Los Dos Hermanos
3,Los Nances [Rancho]
3,María [Rancho]
3,Minas de Rancho Viejo
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Ninguno
3,Oscar Sánchez
3,Parcela Balam
3,Parcela Lirio
3,Samuel Couoh
3,San Miguel
3,Casona Julia Linda
3,Ikarus
3,Maankinal
3,Riu [Hotel]
4,Chetumal
4,Los Alacranes
4,Álvaro Obregón Viejo
4,Allende
4,Cacao
4,Calderitas
4,Esteban Baca Calderón
4,Caobas
4,Cocoyol
4,Estero Franco
4,San Francisco Botes
4,Francisco Villa
4,Huay-Pix
4,Jesús González Ortega
4,Juan Sarabia
4,Laguna Guerrero
4,Mahahual
4,Nachi Cocom
4,Nicolás Bravo
4,Palmar
4,Revolución
4,Ramonal
4,Río Indio
4,Sabidos
4,San Manuel
4,Subteniente López
4,Ucum
4,La Unión
4,Rancho de los Vallejo
4,Sacxán
4,Xcalak
4,Xul-Ha
4,Tomás Garrido Canabal
4,San Pedro Peralta
4,Javier Rojo Gómez
4,Álvaro Obregón
4,Carlos A. Madrazo
4,Kohunlich
4,Lázaro Cárdenas Segundo
4,Pucté
4,San Fernando
4,San Isidro
4,Juan Luis
4,Sergio Butrón Casas
4,Tres Garantías
4,La Adelita
4,Arco Iris
4,La Carlota
4,Luis Echeverría Álvarez
4,Dos Aguadas
4,Limonar
4,Morocoy
4,Nueva Esperanza
4,Nuevo Bécar
4,Raudales
4,José Narciso Rovirosa
4,Calderas de Barlovento
4,Cinco de Mayo
4,Dos Hermanos
4,La Libertad
4,Nuevo Caanán
4,Las Palmas
4,Punta Gavilán Uno
4,San José de la Montaña
4,Santa Cecilia
4,Veracruz
4,Villa de Cortés
4,Tres Reyes
4,Agua Dulce
4,Las Palomas
4,La Victoria
4,Ninguno [Caseta Fitosanitaria]
4,Xahuachol
4,Xtepen
4,Xóchitl
4,Inchatiro
4,California
4,Santuario [Rancho]
4,El Arca
4,Emiliano Zapata
4,Arrocera del Caribe
4,Gallo Prieto
4,El Caballo Blanco
4,El Cardenal
4,San Jorge
4,Sal y Salma
4,El Cedral
4,El Danto
4,Dos Hermanos
4,Emiliano Zapata
4,Tapatío
4,La Esmeralda
4,La Esperanza
4,La Herradura
4,Hidalgo y Cortés
4,Los Cedros
4,El Henequén
4,San Carlos
4,Los Cuatro Hermanos
4,Chetumal [Campo Experimental]
4,Ninguno [Instituto Tecnológico de la Zona Maya]
4,Okotuil
4,Unicornio
4,La Juventud
4,Kaluma
4,La Curva
4,Leonel Soriano Martínez
4,La Lupita
4,Marcos Requena
4,El Matorral
4,El Milagro
4,Los Tulipanes
4,Los Nogales
4,Icaiché
4,El Palomar
4,Las Dos Y
4,El Arca
4,El Paraíso
4,El Paraíso
4,Playa Naty
4,Peto
4,Los Pinos
4,La Ponderosa
4,Seis Hermanos (El Ranchito)
4,El Porvenir
4,El Porvenir (La Pila)
4,Puerto Ángel
4,Valher
4,Reforma
4,Reforma Agraria
4,El Refugio
4,Chactemal
4,El Rosal
4,El Puente
4,La Finca
4,Sac-Nicté
4,Sergio Butrón Casas
4,San Silvestre
4,Sinaí
4,Sol y Mar
4,San Armando
4,San José
4,San Martín de Porres
4,Cox Farms
4,Coral Garden Inn
4,Santa María
4,Las Olas Tranquilas
4,Santa Rosa
4,Santa Teresa
4,Don Jacobo
4,Cayo Centro
4,El Tajín
4,Higinio López
4,La Carolina
4,Loma Linda
4,Carolina
4,Unidad Veinticuatro
4,Nuevo México
4,Los Tres Hermanos
4,Pedro Joaquín Coldwell
4,Los Tres Hermanos
4,La Trinidad
4,Cárcamo de Rebombeo Número Dos
4,Corozal
4,Francisco Alfaro Silvarán
4,La Aventura
4,Buenos Aires
4,Kilómetro Diez
4,La Conchita
4,Kilómetro Ocho
4,Los Encinos
4,Las Flores
4,Hermanos Lagos
4,San Luis
4,Subteniente López [Quebradora]
4,El Naranjo
4,El Paraíso
4,Parque Industrial
4,Hermanos Martínez
4,La Fe en Dios
4,Grand Bahía Diamante
4,Calquín
4,La Cocotina
4,Rancho Chico
4,El Rayito
4,El Arca
4,Héctor Esquiliano Solís
4,Luis Buenfil
4,Casa Dany Pau
4,Juan Luis
4,Don Nacho
4,Las Margaritas
4,El Pedregal
4,San Andrés
4,San Antonio
4,Francisco Godoy
4,San Jorge
4,Don Douglas
4,San Marcos
4,El Encuentro
4,Villa Karlita
4,Villa Roclau
4,Missie
4,Colonia Ejidal
4,El Esfuerzo
4,Rancho Ferrara
4,Los Tamarindos
4,Rancho Alegre
4,Alejandra
4,Los Tres Gavilanes
4,La Penca
4,La Flor
4,Santa Fe
4,Estela León Moo
4,Cita López Calderón
4,Chaparral
4,Linda Vista
4,El Naranjal
4,San Pablo
4,Rodolfo Rodríguez Zapata
4,El Encanto
4,Fernando López Domínguez
4,Rancho Nuevo
4,Costa de Cocos
4,Tul Chi-Haltunha
4,Playa Sonrisa
4,Sol Caribe
4,El Castillo
4,Agua Blanca
4,Paulino
4,José Cruz Flores
4,El Bobal
4,El Mirador Arroyo
4,La Golondrina
4,El Teco
4,Rancho Cruz
4,Tres Hermanos
4,Agustín Canul Hernández
4,Antonio Pisté
4,El Camarón
4,Juan Campos Solís
4,Ninguno [CBTA Número 11]
4,Alejandro Catana Mulato
4,Grúas Raza de Chetumal
4,El Griego
4,Río Huache
4,Roberto Eloy
4,San José
4,Villa Rica
4,San Lorenzo
4,Rutilio Mancilla Reyes
4,La Sabana
4,Casa Carolina
4,Eleazar Villanueva
4,Casa las Palmas
4,Xkan-Lol
4,El Cochinito de Oro
4,El Crucero
4,Bel-Ha
4,Facundo Romero
4,Francisco Vázquez Solís
4,El Naranjal
4,El Cedralito
4,Joel Cauich
4,El Bajío
4,La Calavera
4,El Achiotal
4,El Admirable
4,Las Tres Potrancas
4,Santiago Canul
4,Morelos
4,Agua Potable
4,El Águila
4,Cubano
4,El Palmar
4,Amada Carvajal
4,Ana
4,El Resbalón
4,Mari Casa
4,Las Tres Balbinas
4,El Barranco
4,Beto Ramírez
4,Ninguno [Bodega de Insecticidas y Fertilizantes]
4,El Esfuerzo
4,Juan Borges y Cruz
4,BORUCONSA
4,Casa Azul
4,Huay-Pix [Campamento]
4,Carlos A. Madrazo
4,El Carmen
4,Ninguno [Caseta de Bombeo]
4,Cocoyol [Caseta de Inspección Fitopecuaria]
4,Celaya
4,Celestino Interián
4,La Forrajera
4,El Chaparral
4,El Chontal
4,Los Cítricos
4,La Soledad
4,Los Compadres
4,Los Compadres
4,La Concepción
4,Las Jaibas
4,El Corralillo
4,La Cristiandad (Kilómetro Ochenta y Cuatro)
4,San Isidro Labrador
4,Israel Millán Pelayo
4,DM
4,El Diamante
4,El Dorado (Guamúchil)
4,Doroteo Pérez Moguel
4,Tres Reyes
4,Santa Ana
4,El Duende
4,Dzibanché
4,Eno González
4,Ninguno [Escuela Secundaria Técnica Número 12]
4,Ninguno [Instituto de Profesionalización de la Seguridad Pública]
4,Las Estrellas
4,Javier Esparza
4,El Espejo
4,Bennys
4,Ninguno [Estación de Microondas]
4,Veintidós de Octubre
4,San José
4,El Mangal
4,El Redomón
4,Casa del Alfarero
4,El Kambul
4,El Crucero
4,Rancho Alcatraz
4,San Cipriano
4,Gilberto Carrillo
4,El Imán
4,Garita Aduanal
4,Subteniente López [Gasolinera]
4,El Gavilán
4,Los Gavilanes
4,Genaro Ramírez
4,Graciano Balam Dzul
4,Guadalupe Estrada
4,Hidalgo
4,El Ramonal
4,Los Henequenes
4,Los Tigres del Mar
4,Costa Cristal
4,Alma Sol
4,El Jardín de los Ángeles
4,San Francisco (Javier Pérez Quintal)
4,Casa Lorimar
4,El Dorado
4,Ninguno
4,José Luis Andrade
4,Las Flores de Guadalupe
4,Las Carmelitas
4,Mis Cuatro Estrellas
4,Villamil
4,Ninguno
4,San José
4,San Juan
4,El Jarocho
4,Jeremías Córdova Domínguez
4,Miguel Palma Tamay
4,La Fogata
4,Jesús Martínez
4,Carámicua
4,U-Yumil-Ceh
4,Jorge Durán
4,Jorge Navarrete (Leydi)
4,El Encanto
4,El Magueyal
4,El Naranjal
4,Juan Manuel Várguez Ramírez
4,Juan Pedro Mercader
4,Paso María
4,Juan Sompaxtle
4,La Cruz Sangrienta
4,Chary
4,Kinichná
4,La Guadalupana
4,Chatis
4,Luis García Coria
4,Mala Noche
4,Manuel Manzo
4,La Noria
4,Manuel Villanueva
4,San Juan
4,La Isla
4,Máximo Canul
4,Estrella de Suerte
4,La Rosita
4,La Lupita
4,Fabián López
4,El Edén
4,Monasterio de Nuestra Señora de Guadalupe
4,El Naranjal
4,La Palma
4,San Ángel
4,Paraíso
4,San José
4,PIM Calderón
4,La Pasadita
4,Patricio
4,Las Tres P (Paulino Ponce Parra)
4,Joya Maya (Paytocal)
4,Pedro
4,Martín Haro
4,Pedro Sotero Guzmán
4,Pino Suárez
4,Los Piratas del Caribe
4,La Ponderosa
4,La Primavera
4,Grano de Oro
4,El Progreso del Hular
4,Punta Estrella
4,Punta Tam
4,Ninguno [Punto de Verificación Fitozoosanitaria]
4,Empedrados de Juan Sarabia [Quebradora]
4,Rancho Elizabeth
4,Hermanos Sánchez
4,La Esperanza
4,Antonio Ek
4,El Ramonal
4,Los Huevos Kenwich
4,Rancho Escondido
4,Rancho Gabriela
4,Rancho Oaxaca
4,Rancho Portillas
4,Los Reyes
4,Reynaldo Cantú Pérez
4,El Roble
4,Los Tres Hermanos
4,Santa Rosa (La Aguada)
4,El Sagrario
4,San Antonio
4,Margaret
4,San Cristobal Uno
4,San Fernando
4,San Jerónimo
4,La Aldea
4,San José
4,San Martín Tres
4,San Miguel
4,San Miguel
4,San Pedro
4,Sandwood Villas
4,Santa Fátima
4,Santa Lucía
4,Santa Rosa
4,Los Cocos
4,Santo Niño
4,La Borrega
4,El Socio
4,Teodoro
4,La Tortolita
4,Los Tucanes
4,Julio Geovani Cohuó Paredes
4,Wilbert
4,Wesby
4,San Enrique
4,Las Palmas
4,El Paraíso
4,El Naranjal
4,Altamira
4,Ángeles Unidos
4,Los Cascabeles
4,Efraín Regalado
4,Cayetano Wenceslao Quimé Cohuo
4,Gavilán
4,María Bonita
4,Grupo Nativos
4,San Carlos
4,El Oasis
4,Melchor
4,El Centenario I
4,Tres Hermanos
4,Joaquín Macías
4,Teresa Rojas Gualberto
4,Juan Sarabia
4,Gerardo
4,Los Lirios
4,El Mulato
4,Pino Suárez
4,Las Pulgas
4,La Esperanza
4,Rancho Escondido
4,Manuel Vega Herrera
4,Rancho Escondido
4,Unión de Guadalupe
4,Abel Cruz Sánchez
4,Alberto Zavala
4,Alejandro Cortazar
4,Unión [Club Deportivo]
4,Alfonso Magaña Guerra
4,Antulio
4,Benito Sánchez
4,Bernarda Montalvo
4,Los Martínez
4,Carmela Santos
4,Costa Azul
4,Ninguno [Caseta Fitozoosanitaria]
4,Los Ceibos
4,El Ciruelo
4,Constancio Collí
4,El Corozo
4,El Coyol
4,Las Cruces
4,El Barón [Deshuesadero]
4,Pedregales
4,ECOSUR
4,San Ramón
4,El Cedral
4,Las Gaviotas
4,La Guadalupana
4,Guadalupe Sánchez
4,San Manuel
4,El Huiro
4,San Ignacio
4,Las Palomas
4,El Manino
4,Ninguno
4,San Rafael
4,Ninguno
4,Buena Vista
4,Carlos López
4,Villa de Leyva
4,Golden Suites [Auto Hotel]
4,Jorge Mercader
4,El Paraíso
4,José Jesús
4,José Jesús Aguilar Ovando
4,José Rafael
4,Las Flores
4,Julio Caballero
4,La Karlita
4,Ramón
4,Chilapa
4,Rancho Libia
4,Loreto II
4,Lucio Moreno Rincón
4,Luis Crisanto Azamar
4,El Manantial
4,María Luisa Durán
4,Roberto Hernández
